frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,219,6.642899808008224,32.967530194567836,False,fpsstream_000000,data/fpsbench_stream/test_mc.json,span,True,39788,0,,,,,,llava_ov_7b,15000,1.0,196,rlt_ref,adaptive,0.5,39892,117600,0.3392176870748299,none,,,,,0.16666666666666666,2281603072,16588876288,20750782464
219,381,13.089095374103636,29.108199544011004,True,fpsstream_000000,data/fpsbench_stream/test_mc.json,span,True,39788,0,,,,,,llava_ov_7b,15000,1.0,196,rlt_ref,adaptive,0.5,39892,117600,0.3392176870748299,none,,,,,0.16666666666666666,2281603072,16588876288,20750782464
