frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,427,12.06309030437842,35.39723149092369,False,fpsstream_000001,data/fpsbench_stream/test_mc.json,span,False,15264,0,,,,,,longva_7b,11020,1.0,144,rlt_ref,adaptive,0.7,15384,86400,0.17805555555555555,none,,,,,0.16666666666666666,875298816,19134192128,22122276352
427,173,4.858128465944901,35.61042101144842,True,fpsstream_000001,data/fpsbench_stream/test_mc.json,span,False,15264,0,,,,,,longva_7b,11020,1.0,144,rlt_ref,adaptive,0.7,15384,86400,0.17805555555555555,none,,,,,0.16666666666666666,875298816,19134192128,22122276352
