frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,77,4.1802373910322785,18.420006520487448,False,fpsstream_000002,data/fpsbench_stream/test_mc.json,span,True,86400,0,,,,,,longva_7b,11020,1.0,144,none,,,,,,none,,,,,0.16666666666666666,4954521600,19134192128,22118054400
77,523,29.797992571722716,17.551517899776552,True,fpsstream_000002,data/fpsbench_stream/test_mc.json,span,True,86400,0,,,,,,longva_7b,11020,1.0,144,none,,,,,,none,,,,,0.16666666666666666,4954521600,19134192128,22118054400
