frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,330,7.513040346908383,43.92362941798856,False,Real-Time_Visual_Understanding__sample_468,data/StreamingBench/real.json,span,True,17280,0,,,,,,longva_7b,11020,1.0,144,rlt_ref,adaptive,0.7,17392,72000,0.24155555555555555,none,,,,,0.1388888888888889,990904320,19134192128,22120539648
330,170,4.229939425014891,40.18970082518417,True,Real-Time_Visual_Understanding__sample_468,data/StreamingBench/real.json,span,True,17280,0,,,,,,longva_7b,11020,1.0,144,rlt_ref,adaptive,0.7,17392,72000,0.24155555555555555,none,,,,,0.1388888888888889,990904320,19134192128,22120539648
