frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,478,10.08396909001749,47.40196997164446,False,Real-Time_Visual_Understanding__sample_72,data/StreamingBench/real.json,span,True,15680,0,,,,,,llava_ov_7b,15000,1.0,196,rlt_ref,adaptive,0.5,15839,98000,0.16162244897959183,none,,,,,0.1388888888888889,899153920,16588876288,20749047808
478,22,0.46543841902166605,47.26726265150859,True,Real-Time_Visual_Understanding__sample_72,data/StreamingBench/real.json,span,True,15680,0,,,,,,llava_ov_7b,15000,1.0,196,rlt_ref,adaptive,0.5,15839,98000,0.16162244897959183,none,,,,,0.1388888888888889,899153920,16588876288,20749047808
