frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,145,5.687057040631771,25.496491236861598,False,Real-Time_Visual_Understanding__sample_348,data/StreamingBench/real.json,span,True,12352,0,,,,,,flash_vstream_7b,3648,1.0,64,rlt_ref,adaptive,0.5,12352,32000,0.386,none,,,,,0.1388888888888889,6476005376,14126332928,23074806272
145,355,13.589279468054883,26.123533689517487,True,Real-Time_Visual_Understanding__sample_348,data/StreamingBench/real.json,span,True,12352,0,,,,,,flash_vstream_7b,3648,1.0,64,rlt_ref,adaptive,0.5,12352,32000,0.386,none,,,,,0.1388888888888889,6476005376,14126332928,23074806272
