frame_idx,num_frames,seconds,fps,local_window_full,video_id,anno_path,timing,gpu_preprocess,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_cache,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,77,5.201901137712412,14.802280543505585,False,Real-Time_Visual_Understanding__sample_66,data/StreamingBench/real.json,span,True,72000,0,,,,,,longva_7b,11020,1.0,144,none,,,,,,none,,,,,0.1388888888888889,4128768000,19134192128,22116727296
77,423,31.27347575093154,13.525839064671286,True,Real-Time_Visual_Understanding__sample_66,data/StreamingBench/real.json,span,True,72000,0,,,,,,longva_7b,11020,1.0,144,none,,,,,,none,,,,,0.1388888888888889,4128768000,19134192128,22116727296
