frame_idx,num_frames,seconds,fps,local_window_full,timing,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,372,16.872186276246794,22.04812073013404,False,span,24304,64,0.22361288265306123,1782.612476928,1446.073565184,336.538911744,triton,llava_ov_7b,15000,1.0,196,rlt,0.6,24488,117600,0.2082312925170068,none,,,,,0.14888888888888888,1393688576,16588876288,20749018112
372,164,7.108357567922212,23.07143365157664,True,span,24304,64,0.22361288265306123,1782.612476928,1446.073565184,336.538911744,triton,llava_ov_7b,15000,1.0,196,rlt,0.6,24488,117600,0.2082312925170068,none,,,,,0.14888888888888888,1393688576,16588876288,20749018112
