frame_idx,num_frames,seconds,fps,local_window_full,timing,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,77,8.406265746685676,9.159834142806949,False,span,117600,64,,4634.774020096,3438.191222784,1196.582797312,triton,llava_ov_7b,15000,1.0,196,none,,,,,none,,,,,0.14888888888888888,6743654400,16588876288,20744525824
77,459,55.75045605696505,8.23311650636544,True,span,117600,64,,4634.774020096,3438.191222784,1196.582797312,triton,llava_ov_7b,15000,1.0,196,none,,,,,none,,,,,0.14888888888888888,6743654400,16588876288,20744525824
