frame_idx,num_frames,seconds,fps,local_window_full,timing,n_tokens_fed,flops_frames,flops_keep_rate,gflops_per_frame,gflops_matmul_per_frame,gflops_attn_per_frame,flops_attn_backend,model,n_local,sample_fps,n_frame_tokens,prune_method,prune_threshold,tokens_kept,tokens_seen,keep_rate,vision_method,vision_threshold,vision_patches_kept,vision_patches_seen,vision_keep_rate,video_hours,kv_cache_bytes,gpu_weights_bytes,gpu_peak_bytes
0,103,9.344584374746773,11.022427094601644,False,span,86632,64,0.7299107142857143,3766.724854784,2831.894544384,934.8303104,triton,llava_ov_7b,15000,1.0,196,rlt,0.2,86645,117600,0.7367772108843538,none,,,,,0.14888888888888888,4967825408,16588876288,20752578560
103,433,42.026234157092404,10.303088265807093,True,span,86632,64,0.7299107142857143,3766.724854784,2831.894544384,934.8303104,triton,llava_ov_7b,15000,1.0,196,rlt,0.2,86645,117600,0.7367772108843538,none,,,,,0.14888888888888888,4967825408,16588876288,20752578560
